ticker,company,sector,meeting_year,form,filing_date,accession,n_words,n_sentences,theme_integrity_responsibility,theme_operational_excellence,theme_innovation_science,theme_people_talent,theme_diversity_inclusion,theme_customer_client_focus,theme_community_social_good,theme_environmental_stewardship,theme_leadership_governance,theme_human_progress_wellbeing,theme_profitable_growth,theme_heritage_longevity,theme_safety,dominant_theme_classical,dominant_theme_distinctive,tone_positive,tone_negative,tone_uncertainty,net_tone,avg_sentence_len,flesch_reading_ease,sim_to_prev,llm_themes,llm_dominant_theme,llm_stakeholder_orientation,llm_summary
VLO,Valero Energy,Energy,2023,DEF 14A,2023-03-22,0001035002-23-000040,61467,2716,3.514,10.087,0.618,4.181,3.368,3.856,0.602,8.899,28.064,0.96,6.979,0.163,1.155,leadership_governance,operational_excellence,13.145,1.106,5.938,0.845,22.63,22.6,0.9879,,,,
VLO,Valero Energy,Energy,2024,DEF 14A,2024-03-26,0001035002-24-000014,60930,2694,2.921,10.783,0.574,3.84,2.314,3.873,0.197,7.5,26.489,0.968,5.432,0.197,1.018,leadership_governance,operational_excellence,13.967,0.853,5.761,0.885,22.62,25.2,0.9553,,,,
XOM,ExxonMobil,Energy,2016,DEF 14A,2016-04-13,0001193125-16-539460,36677,1993,2.699,4.199,1.527,4.717,2.236,3.272,0.464,6.216,24.457,0.845,8.152,0.273,0.518,leadership_governance,environmental_stewardship,12.297,1.963,7.771,0.725,18.4,29.4,,leadership_governance|integrity_responsibility|operational_excellence|safety|environmental_stewardship,leadership_governance,balanced,"ExxonMobil emphasizes strong corporate governance, board independence, ethical conduct, operational integrity, and environmental stewardship as foundational to shareholder and stakeholder interests."
XOM,ExxonMobil,Energy,2017,DEF 14A,2017-04-13,0001193125-17-122538,32225,1733,2.886,5.803,1.614,4.965,1.8,3.351,0.465,3.445,26.749,0.869,8.223,0.186,0.403,leadership_governance,operational_excellence,12.227,1.707,6.61,0.755,18.59,29.1,0.9754,leadership_governance|integrity_responsibility|profitable_growth,leadership_governance,balanced,"ExxonMobil emphasizes strong, independent board governance and oversight structures, combined with ethical conduct and fiduciary responsibility to shareholders and broader stakeholders including employees and communities."
XOM,ExxonMobil,Energy,2018,DEF 14A,2018-04-12,0001193125-18-115091,27211,1524,2.83,6.284,1.764,4.777,2.242,3.528,0.22,0.808,31.789,0.514,7.754,0.11,0.588,leadership_governance,operational_excellence,10.216,1.543,5.402,0.738,17.85,30.6,0.9791,leadership_governance|integrity_responsibility|safety|diversity_inclusion|profitable_growth,leadership_governance,shareholder_primacy,"ExxonMobil emphasizes strong corporate governance, board independence, risk oversight, and fiduciary accountability to shareholders, with supporting commitments to safety, ethics, and diversity."
XOM,ExxonMobil,Energy,2019,DEF 14A,2019-04-11,0001193125-19-103474,32723,1779,2.903,5.684,2.078,4.431,1.834,3.209,0.428,3.178,34.166,1.161,8.159,0.122,0.733,leadership_governance,operational_excellence,11.185,1.65,7.243,0.743,18.39,28.8,0.9826,leadership_governance|integrity_responsibility|safety|environmental_stewardship|diversity_inclusion,leadership_governance,shareholder_primacy,"ExxonMobil emphasizes strong, independent board governance, rigorous oversight mechanisms, director competencies in science and technology, board diversity, and fiduciary responsibility to shareholders."
XOM,ExxonMobil,Energy,2020,DEF 14A,2020-04-09,0001193125-20-102226,32258,1756,2.945,5.363,2.294,4.65,1.147,3.441,0.682,4.154,34.007,1.736,8.556,0.093,0.589,leadership_governance,operational_excellence,11.439,1.767,7.347,0.732,18.37,26.8,0.9913,leadership_governance|integrity_responsibility|innovation_science|environmental_stewardship|diversity_inclusion|profitable_growth,leadership_governance,shareholder_primacy,"ExxonMobil emphasizes strong, independent Board governance with rigorous oversight of management and strategic risks including climate change, while maintaining focus on generating long-term shareholder value."
XOM,ExxonMobil,Energy,2021,DEFC14A,2021-03-16,0001193125-21-082140,46326,2449,2.396,5.634,2.245,4.49,1.317,2.914,0.389,6.713,29.918,1.23,9.476,0.086,0.626,leadership_governance,environmental_stewardship,10.75,1.338,6.519,0.779,18.92,27.4,0.9713,leadership_governance|integrity_responsibility|innovation_science|people_talent|diversity_inclusion|environmental_stewardship|safety,leadership_governance,balanced,"ExxonMobil emphasizes strong independent Board governance with robust oversight of strategy, risk management, and talent development, while highlighting science and technology leadership, environmental stewardship, safety, and workforce diversity as core competencies and responsibilities."
XOM,ExxonMobil,Energy,2022,DEF 14A,2022-04-07,0001193125-22-098314,38769,2131,2.76,5.881,2.476,4.669,1.47,3.482,0.31,10.369,27.238,1.187,8.306,0.232,0.671,leadership_governance,environmental_stewardship,12.329,1.625,6.964,0.767,18.19,26.0,0.9618,leadership_governance|profitable_growth|people_talent|diversity_inclusion|safety|environmental_stewardship|innovation_science,leadership_governance,shareholder_primacy,"ExxonMobil's Board emphasizes strong corporate governance, independent oversight, shareholder value creation, and diverse director qualifications while addressing operational risks including safety, environmental performance, and climate-related matters."
XOM,ExxonMobil,Energy,2023,DEF 14A,2023-04-13,0001193125-23-100079,55855,3045,2.059,5.085,2.918,3.778,1.164,2.936,0.43,11.763,22.773,2.256,8.182,0.233,1.307,leadership_governance,environmental_stewardship,12.891,3.348,8.433,0.588,18.34,25.2,0.962,leadership_governance|safety|environmental_stewardship|innovation_science|diversity_inclusion|profitable_growth,leadership_governance,balanced,"ExxonMobil's Board prioritizes strong independent governance, director refreshment with diverse expertise in climate science and energy transition, rigorous oversight of safety and environmental performance, and shareholder value creation through strategic leadership and risk management oversight."
XOM,ExxonMobil,Energy,2024,DEF 14A,2024-04-11,0001193125-24-092545,49040,2724,2.202,6.75,2.529,5.2,2.121,3.732,0.754,7.626,25.51,1.489,8.238,0.224,1.427,leadership_governance,environmental_stewardship,13.846,2.243,6.892,0.721,18.0,25.1,0.9643,leadership_governance|safety|environmental_stewardship|profitable_growth|diversity_inclusion|integrity_responsibility,leadership_governance,balanced,"ExxonMobil emphasizes strong independent Board governance with diverse expertise in climate science and operations, robust oversight of safety and environmental performance, and shareholder value creation through disciplined execution and strategic leadership."
AXP,American Express,Financials,2016,DEF 14A,2016-03-21,0001206774-16-005032,58700,2556,3.526,5.86,1.925,3.458,2.164,4.94,0.647,0.716,26.474,0.647,6.235,0.204,0.068,leadership_governance,operational_excellence,12.334,1.806,8.773,0.745,22.97,28.6,,leadership_governance|integrity_responsibility|customer_client_focus|people_talent|diversity_inclusion|community_social_good|profitable_growth,leadership_governance,balanced,"The company emphasizes strong corporate governance, ethical integrity, and sound risk management while balancing commitments to customer service, employee engagement, community giving, and shareholder returns."
AXP,American Express,Financials,2017,DEF 14A,2017-03-20,0001206774-17-000900,39563,1907,4.069,6.496,2.224,3.589,3.261,5.308,1.112,1.163,27.475,1.087,7.204,0.253,0.051,leadership_governance,operational_excellence,14.433,2.553,7.608,0.699,20.75,28.9,0.9368,integrity_responsibility|leadership_governance|diversity_inclusion|people_talent|community_social_good|profitable_growth,leadership_governance,balanced,"The company emphasizes strong corporate governance, board independence and diversity, ethical conduct, fair employee compensation, and shareholder returns as foundational to its purpose and accountability."
AXP,American Express,Financials,2018,DEF 14A,2018-03-19,0001206774-18-000866,44961,2365,4.248,7.273,1.891,3.937,2.002,6.383,0.845,0.867,26.89,0.712,6.561,0.111,0.044,leadership_governance,operational_excellence,12.522,2.246,8.118,0.696,19.01,33.7,0.9472,leadership_governance|integrity_responsibility|profitable_growth,leadership_governance,shareholder_primacy,"American Express emphasizes strong independent board leadership, robust governance structures, and risk oversight to ensure effective management and long-term shareholder value creation."
AXP,American Express,Financials,2019,DEF 14A,2019-03-15,0001206774-19-000869,43841,2393,4.608,6.957,1.87,3.969,3.764,5.999,1.072,0.616,23.927,0.684,7.755,0.16,0.16,leadership_governance,operational_excellence,13.412,1.437,7.71,0.806,18.32,34.1,0.9542,profitable_growth|leadership_governance|integrity_responsibility|people_talent|diversity_inclusion|customer_client_focus|community_social_good,leadership_governance,balanced,"American Express emphasizes strong independent board governance, shareholder returns, equitable employee compensation, diversity, and community responsibility as core to long-term value creation and trust."
AXP,American Express,Financials,2020,DEF 14A,2020-03-24,0001193125-20-083487,52037,2303,3.901,5.861,1.153,4.651,3.267,5.362,0.788,0.653,25.021,0.73,6.649,0.173,0.135,leadership_governance,operational_excellence,11.953,1.441,9.282,0.785,22.6,29.7,0.9052,leadership_governance|profitable_growth|integrity_responsibility|people_talent|diversity_inclusion|community_social_good|environmental_stewardship,leadership_governance,balanced,"The company emphasizes strong independent board governance, risk oversight, and ethical conduct while maintaining shareholder returns, pay equity, diversity representation, and community responsibility."
AXP,American Express,Financials,2021,DEF 14A,2021-03-19,0001193125-21-087284,44811,2029,5.691,5.244,1.116,6.36,6.628,7.208,1.83,1.049,28.096,1.808,7.677,0.245,0.245,leadership_governance,customer_client_focus,13.836,1.651,7.967,0.787,22.09,26.2,0.9086,leadership_governance|integrity_responsibility|diversity_inclusion|people_talent|community_social_good,leadership_governance,balanced,"American Express emphasizes strong governance through independent board oversight, rigorous risk management, and commitment to diversity, integrity, and responsible stewardship alongside shareholder value creation."
AXP,American Express,Financials,2022,DEF 14A,2022-03-18,0001193125-22-079264,41167,1832,5.806,6.097,1.215,5.733,4.567,6.243,1.19,1.433,36.583,1.312,5.927,0.243,0.243,leadership_governance,customer_client_focus,13.846,1.215,8.939,0.839,22.47,25.7,0.9598,profitable_growth|leadership_governance|integrity_responsibility|diversity_inclusion|people_talent,leadership_governance,balanced,"American Express emphasizes strong corporate governance through independent board oversight, rigorous risk management, and strategic capital returns to shareholders, while also advancing diversity, equity and inclusion, and employee talent management as core organizational commitments."
AXP,American Express,Financials,2023,DEF 14A,2023-03-17,0001193125-23-073923,47678,2225,5.202,6.271,1.405,5.453,3.838,7.089,0.671,1.258,29.07,1.175,6.628,0.231,0.168,leadership_governance,customer_client_focus,13.13,1.07,9.48,0.849,21.43,26.5,0.9652,leadership_governance|integrity_responsibility|diversity_inclusion|people_talent|profitable_growth|environmental_stewardship,leadership_governance,balanced,"The company emphasizes strong corporate governance with rigorous board oversight, executive accountability linked to ESG goals, and balanced attention to shareholder returns, employee wellbeing, diversity and inclusion, and environmental risk management."
AXP,American Express,Financials,2024,DEF 14A,2024-03-15,0001193125-24-068837,65724,2767,4.306,6.497,1.095,4.352,2.419,6.086,0.441,2.008,26.064,0.7,7.729,0.107,0.137,leadership_governance,operational_excellence,12.857,1.43,10.529,0.8,23.75,26.3,0.9476,integrity_responsibility|leadership_governance|diversity_inclusion|people_talent|profitable_growth,leadership_governance,balanced,"American Express emphasizes robust corporate governance, board independence and oversight, diversity and inclusion, employee well-being, and shareholder value creation through balanced performance metrics across multiple stakeholder categories."
BAC,Bank of America,Financials,2016,DEF 14A,2016-03-17,0001193125-16-508200,39797,1858,3.97,6.257,0.452,3.392,2.488,6.81,0.553,1.231,31.384,0.578,6.081,0.729,0.126,leadership_governance,customer_client_focus,13.217,1.935,9.624,0.745,21.42,27.5,,leadership_governance|integrity_responsibility|community_social_good|people_talent|environmental_stewardship|operational_excellence,leadership_governance,balanced,"The company emphasizes strong independent Board governance, risk management, and stakeholder engagement while committing to responsible growth that includes environmental stewardship, employee development, and community investment."
BAC,Bank of America,Financials,2017,DEF 14A,2017-03-15,0001193125-17-082970,48564,2223,4.262,5.724,0.515,4.18,3.748,6.363,0.494,1.091,37.826,0.782,7.495,0.494,0.082,leadership_governance,customer_client_focus,15.32,1.75,9.678,0.795,21.85,25.3,0.9739,leadership_governance|integrity_responsibility|profitable_growth|people_talent|diversity_inclusion,leadership_governance,balanced,"The company emphasizes robust corporate governance with independent Board oversight, rigorous director selection and assessment, and stakeholder engagement while simultaneously highlighting financial returns and talent development as core values."
BAC,Bank of America,Financials,2018,DEF 14A,2018-03-12,0001193125-18-078695,49054,2159,3.853,5.382,0.958,3.955,2.936,7.135,1.04,1.427,38.855,0.856,6.483,0.408,0.163,leadership_governance,customer_client_focus,14.78,1.284,8.97,0.84,22.72,27.6,0.9878,leadership_governance|integrity_responsibility|community_social_good|environmental_stewardship|profitable_growth,leadership_governance,balanced,"The company emphasizes strong, independent Board leadership and governance practices designed to oversee Responsible Growth while maintaining robust risk management, compliance, and stakeholder engagement including environmental and social initiatives."
BAC,Bank of America,Financials,2019,DEF 14A,2019-03-13,0001193125-19-072939,73643,3208,3.435,5.744,0.991,6.586,4.25,5.853,0.828,1.046,28.38,0.625,6.939,0.394,0.149,leadership_governance,people_talent,13.43,1.412,9.519,0.81,22.96,28.6,0.9335,leadership_governance|integrity_responsibility|profitable_growth,leadership_governance,balanced,"The company emphasizes robust board governance, independent oversight, ethical conduct and compliance culture as foundational to effective management and long-term shareholder value creation while engaging with multiple stakeholders."
BAC,Bank of America,Financials,2020,DEF 14A,2020-03-09,0001193125-20-066901,56451,2553,4.623,4.606,1.169,7.015,4.145,6.625,1.718,2.71,33.675,1.116,8.592,1.098,0.283,leadership_governance,people_talent,15.234,1.789,9.07,0.79,22.11,26.0,0.9048,leadership_governance|integrity_responsibility|people_talent|diversity_inclusion|community_social_good|profitable_growth,leadership_governance,balanced,"Bank of America emphasizes robust corporate governance, Board oversight of human capital and ESG matters, diversity and inclusion, and responsible growth balanced with shareholder returns."
BAC,Bank of America,Financials,2021,DEF 14A,2021-03-08,0001193125-21-072547,80656,3475,3.633,4.042,1.066,6.807,3.856,6.596,2.579,3.211,27.623,1.748,7.501,0.855,0.31,leadership_governance,people_talent,14.233,1.314,8.555,0.831,23.21,27.2,0.9397,leadership_governance|integrity_responsibility|people_talent|diversity_inclusion|customer_client_focus|profitable_growth|safety,leadership_governance,balanced,"The company emphasizes strong independent Board governance and oversight of ESG, human capital, and risk management while pursuing responsible growth and serving clients, supported by robust compliance and stakeholder engagement practices."
BAC,Bank of America,Financials,2022,DEF 14A,2022-03-07,0001193125-22-067335,66760,3024,4.434,4.254,1.543,6.426,4.434,6.86,3.655,7.205,29.434,1.723,6.081,0.914,0.3,leadership_governance,environmental_stewardship,16.432,1.348,9.122,0.848,22.08,24.8,0.9404,leadership_governance|integrity_responsibility|operational_excellence|environmental_stewardship|community_social_good,leadership_governance,balanced,"The company emphasizes robust corporate governance, independent Board oversight, responsible growth, and stakeholder engagement while managing climate risk and ESG matters across the enterprise."
BAC,Bank of America,Financials,2023,DEF 14A,2023-03-07,0001193125-23-062686,89152,3742,3.881,4.576,1.525,5.507,4.105,5.866,1.559,7.807,27.795,1.458,6.921,0.83,0.179,leadership_governance,environmental_stewardship,15.064,1.324,9.344,0.838,23.82,24.8,0.9401,leadership_governance|integrity_responsibility|profitable_growth|community_social_good|environmental_stewardship|diversity_inclusion,leadership_governance,balanced,"The company emphasizes robust corporate governance, independent Board oversight, and responsible growth that balances shareholder returns with stakeholder engagement on climate, diversity, and community impact."
BAC,Bank of America,Financials,2024,DEF 14A,2024-03-11,0001193125-24-064529,82398,3797,3.75,5.838,1.311,5.304,3.641,6.056,1.153,4.041,29.127,1.08,7.937,0.813,0.097,leadership_governance,customer_client_focus,13.69,1.638,8.131,0.786,21.7,27.6,0.976,leadership_governance|integrity_responsibility|operational_excellence|diversity_inclusion|environmental_stewardship|human_progress_wellbeing|profitable_growth,leadership_governance,balanced,"The company emphasizes strong, independent Board governance and oversight while advancing responsible growth through operational excellence, diversity and inclusion, environmental stewardship, and sustainable shareholder returns."
BLK,BlackRock,Financials,2016,DEF 14A,2016-04-15,0001193125-16-542189,40768,1826,2.109,4.219,0.319,2.281,1.742,5.666,0.221,0.196,34.709,0.049,10.94,0.074,0.0,leadership_governance,customer_client_focus,5.715,1.791,6.451,0.523,22.33,31.1,,leadership_governance|integrity_responsibility,leadership_governance,balanced,"BlackRock emphasizes strong corporate governance, board independence, transparent oversight structures, and ethical accountability as foundational to achieving sustainable long-term returns for shareholders while managing enterprise risk responsibly."
BLK,BlackRock,Financials,2017,DEF 14A,2017-04-13,0001193125-17-123291,43677,2208,3.297,5.701,0.984,2.747,2.473,5.907,0.206,0.618,32.786,0.137,7.533,0.137,0.046,leadership_governance,customer_client_focus,9.433,1.717,7.12,0.692,19.78,29.9,0.9181,leadership_governance|integrity_responsibility|people_talent|diversity_inclusion,leadership_governance,balanced,"BlackRock emphasizes strong corporate governance, board oversight, and sound leadership practices while also valuing employee talent, diversity, and ethical conduct as foundational to long-term success and stakeholder trust."
BLK,BlackRock,Financials,2018,DEF 14A,2018-04-13,0001193125-18-116163,49086,2389,2.71,6.845,1.161,3.484,2.893,5.643,0.244,0.713,30.701,0.244,6.866,0.163,0.0,leadership_governance,operational_excellence,10.492,1.141,7.232,0.804,20.55,30.4,0.946,leadership_governance|diversity_inclusion|people_talent|profitable_growth,leadership_governance,balanced,"BlackRock emphasizes sound corporate governance, Board diversity and independence, talent development, and long-term shareholder value creation through disciplined risk oversight and inclusive leadership practices."
BLK,BlackRock,Financials,2019,DEF 14A,2019-04-12,0001193125-19-104809,48677,2501,2.753,6.553,1.664,4.479,2.897,6.718,0.247,0.863,34.411,0.411,7.437,0.329,0.0,leadership_governance,customer_client_focus,11.196,1.192,7.026,0.808,19.46,29.1,0.9801,leadership_governance|diversity_inclusion|people_talent|innovation_science|integrity_responsibility,leadership_governance,balanced,"BlackRock emphasizes strong corporate governance through rigorous board oversight, systematic director evaluation, and intentional cultivation of diverse talent and inclusive culture as integral to long-term shareholder value creation."
BLK,BlackRock,Financials,2020,DEF 14A,2020-04-09,0001193125-20-102552,50175,2553,3.428,6.218,1.574,5.401,3.189,6.996,0.578,2.591,34.579,0.498,6.617,0.379,0.06,leadership_governance,customer_client_focus,12.755,1.156,7.354,0.834,19.65,28.6,0.9917,leadership_governance|diversity_inclusion|people_talent|environmental_stewardship|community_social_good|integrity_responsibility|profitable_growth,leadership_governance,balanced,"BlackRock emphasizes strong corporate governance, board diversity and independence, stakeholder engagement on sustainability and talent development, and fiduciary responsibility to clients alongside long-term shareholder value creation."
BLK,BlackRock,Financials,2021,DEF 14A,2021-04-16,0001193125-21-118007,58050,2653,2.584,5.444,1.361,5.151,3.342,6.064,0.896,3.239,30.026,1.137,8.183,0.241,0.258,leadership_governance,customer_client_focus,11.232,1.395,7.373,0.779,21.88,25.7,0.9782,leadership_governance|diversity_inclusion|people_talent|environmental_stewardship|community_social_good|profitable_growth,leadership_governance,balanced,"BlackRock emphasizes strong corporate governance, board diversity and independence, talent management, and oversight of sustainability and social impact initiatives as core mechanisms for creating long-term value for all stakeholders."
BLK,BlackRock,Financials,2022,DEF 14A,2022-04-14,0001193125-22-105534,48857,2588,2.845,6.406,1.596,6.488,3.664,7.184,0.798,3.787,28.45,1.351,6.529,0.348,0.389,leadership_governance,customer_client_focus,13.693,1.228,6.918,0.835,18.88,29.3,0.9193,leadership_governance|diversity_inclusion|people_talent|community_social_good|environmental_stewardship|profitable_growth|integrity_responsibility,leadership_governance,balanced,"BlackRock emphasizes strong corporate governance, board independence, and diversity while balancing shareholder returns with oversight of culture, talent development, DEI, ESG, and environmental stewardship."
BLK,BlackRock,Financials,2023,DEF 14A,2023-04-14,0001193125-23-101977,54785,2838,2.428,6.553,1.625,6.571,3.906,7.009,0.639,4.107,25.08,1.113,7.283,0.329,0.292,leadership_governance,customer_client_focus,13.672,2.136,7.173,0.73,19.3,27.4,0.9865,leadership_governance|diversity_inclusion|people_talent|integrity_responsibility|environmental_stewardship|safety,leadership_governance,balanced,"BlackRock emphasizes strong corporate governance with independent board leadership, diversity in composition and thought, human capital management, environmental sustainability, and employee safety and well-being as core governance responsibilities."
BLK,BlackRock,Financials,2024,DEF 14A,2024-04-04,0001193125-24-087282,72505,3390,2.014,6.331,1.393,5.834,2.717,6.358,0.579,2.372,23.778,0.648,6.138,0.303,0.152,leadership_governance,customer_client_focus,12.965,1.945,7.986,0.739,21.39,28.9,0.9549,leadership_governance|diversity_inclusion|people_talent|integrity_responsibility|community_social_good|profitable_growth,leadership_governance,balanced,"BlackRock emphasizes strong corporate governance through independent Board leadership, diversity of thought and experience, robust talent development and culture oversight, employee well-being initiatives, and community engagement, while maintaining effective shareholder value delivery mechanisms."
BRK.B,Berkshire Hathaway,Financials,2016,DEF 14A,2016-03-11,0001193125-16-501649,9317,599,3.435,0.107,0.215,0.859,0.429,5.045,0.751,2.361,44.006,0.0,8.694,0.107,0.0,leadership_governance,customer_client_focus,2.254,1.932,7.835,0.077,15.55,41.1,,integrity_responsibility|leadership_governance,leadership_governance,shareholder_primacy,"Berkshire emphasizes strong corporate governance through a carefully selected board of directors with high integrity and an owner-oriented attitude, along with robust audit and governance oversight structures."
BRK.B,Berkshire Hathaway,Financials,2017,DEF 14A,2017-03-17,0001193125-17-087493,11356,709,4.843,0.528,0.528,0.704,0.44,4.227,0.616,2.994,40.771,0.176,9.775,0.176,0.528,leadership_governance,integrity_responsibility,2.466,2.642,6.781,-0.034,16.02,37.6,0.958,integrity_responsibility|leadership_governance|profitable_growth,leadership_governance,shareholder_primacy,"Berkshire emphasizes strong corporate governance, director integrity and sound business judgment to protect shareholder interests and ensure effective stewardship of the company."
BRK.B,Berkshire Hathaway,Financials,2018,DEF 14A,2018-03-16,0001193125-18-086050,11111,721,4.77,0.45,0.54,2.34,0.54,4.77,1.08,5.4,38.79,0.36,7.65,0.27,0.63,leadership_governance,environmental_stewardship,3.69,1.62,6.21,0.39,15.41,38.8,0.9656,integrity_responsibility|leadership_governance|operational_excellence|environmental_stewardship,leadership_governance,shareholder_primacy,"Berkshire emphasizes strong corporate governance, director integrity and competence, rigorous audit oversight, and responsible environmental stewardship while maintaining shareholder-focused decision-making."
BRK.B,Berkshire Hathaway,Financials,2019,DEF 14A,2019-03-15,0001193125-19-076915,9523,650,4.095,0.105,0.315,3.045,0.63,5.25,0.735,0.0,43.264,0.21,7.246,0.105,0.0,leadership_governance,customer_client_focus,1.89,0.42,5.775,0.636,14.65,42.1,0.9735,integrity_responsibility|leadership_governance|operational_excellence,leadership_governance,shareholder_primacy,Berkshire emphasizes selecting directors with high integrity and sound governance practices while maintaining strong shareholder oversight and fiduciary responsibility.
BRK.B,Berkshire Hathaway,Financials,2020,DEF 14A,2020-03-13,0001193125-20-072952,11708,774,3.502,0.171,0.256,2.904,2.306,5.125,0.769,0.0,42.364,0.171,8.2,0.171,0.0,leadership_governance,customer_client_focus,2.989,1.025,5.296,0.489,15.13,41.3,0.9815,integrity_responsibility|leadership_governance|profitable_growth,leadership_governance,shareholder_primacy,"Berkshire prioritizes selecting board members of very high integrity and business acumen to ensure sound governance and protect shareholder value, explicitly rejecting diversity-based nomination criteria in favor of merit-based selection."
BRK.B,Berkshire Hathaway,Financials,2021,DEF 14A,2021-03-15,0001193125-21-080418,11286,743,3.367,0.266,0.797,2.747,4.342,4.519,0.354,3.81,38.543,0.089,8.418,0.266,0.089,leadership_governance,customer_client_focus,5.139,1.329,7.177,0.589,15.19,38.9,0.9713,integrity_responsibility|leadership_governance|diversity_inclusion|profitable_growth,leadership_governance,shareholder_primacy,"Berkshire emphasizes strong corporate governance, director integrity and qualification, and sound decision-making to ensure long-term shareholder success, while acknowledging diversity and inclusion as important to sustained business performance."
BRK.B,Berkshire Hathaway,Financials,2022,DEF 14A,2022-03-11,0001193125-22-073447,12350,820,3.158,0.243,0.405,3.968,2.429,4.858,0.567,6.073,37.652,0.243,8.178,0.243,0.0,leadership_governance,environmental_stewardship,4.211,2.834,7.854,0.195,15.06,38.7,0.979,integrity_responsibility|leadership_governance|diversity_inclusion,leadership_governance,balanced,"Berkshire emphasizes strong corporate governance through director integrity and independence, sound board oversight structures, and commitment to diversity and inclusion in leadership."
BRK.B,Berkshire Hathaway,Financials,2023,DEF 14A,2023-03-17,0001193125-23-073948,14664,928,3.273,0.887,0.205,3.273,3.069,3.751,0.682,6.001,36.961,0.205,10.638,0.273,0.0,leadership_governance,environmental_stewardship,4.501,3.478,9.479,0.128,15.8,36.8,0.9765,integrity_responsibility|leadership_governance|diversity_inclusion,leadership_governance,shareholder_primacy,"Berkshire emphasizes strong corporate governance, director integrity and accountability, while resisting expanded diversity reporting and climate disclosure to focus governance on shareholder value and existing ethical standards."
BRK.B,Berkshire Hathaway,Financials,2024,DEF 14A,2024-03-15,0001193125-24-069107,15367,1090,2.993,0.911,0.716,3.059,3.319,3.97,0.846,7.028,31.236,0.781,8.655,0.26,2.017,leadership_governance,environmental_stewardship,4.49,2.993,7.158,0.2,14.1,39.4,0.9662,integrity_responsibility|leadership_governance|safety|environmental_stewardship|diversity_inclusion,leadership_governance,shareholder_primacy,"Berkshire emphasizes strong board governance built on director integrity and accountability, while resisting shareholder requests for enhanced environmental and diversity reporting."
C,Citigroup,Financials,2016,DEF 14A,2016-03-16,0001206774-16-004949,76816,3680,3.007,7.733,0.963,3.111,2.434,5.793,0.404,0.351,22.495,0.208,7.551,0.156,0.052,leadership_governance,operational_excellence,8.436,2.578,8.358,0.532,20.87,29.8,,leadership_governance|integrity_responsibility,leadership_governance,balanced,"Citi emphasizes strong independent governance structures, ethics oversight, and accountability through committee independence, stockholder proxy access, and rigorous board leadership standards to ensure sound decision-making and stakeholder trust."
C,Citigroup,Financials,2017,DEF 14A,2017-03-15,0001206774-17-000828,56747,2964,4.476,5.992,1.269,2.925,2.82,8.159,0.564,0.476,27.861,0.352,7.666,0.159,0.07,leadership_governance,customer_client_focus,9.005,2.855,8.036,0.519,19.15,28.6,0.9737,leadership_governance|integrity_responsibility|profitable_growth,leadership_governance,shareholder_primacy,"Citi emphasizes strong independent board governance, ethical culture oversight, and shareholder value creation through performance metrics tied to financial returns."
C,Citigroup,Financials,2018,DEF 14A,2018-03-15,0001206774-18-000792,75290,3614,3.599,5.512,1.049,3.081,2.47,7.186,0.518,1.209,25.236,0.305,8.089,0.173,0.133,leadership_governance,customer_client_focus,8.979,2.444,8.328,0.572,20.83,29.1,0.9866,integrity_responsibility|leadership_governance|diversity_inclusion|community_social_good|profitable_growth,leadership_governance,balanced,"Citi emphasizes strong independent governance, ethics and culture oversight, board diversity, responsible financial services to clients, and community engagement alongside shareholder value creation through operational metrics and performance management."
C,Citigroup,Financials,2019,DEF 14A,2019-03-06,0001206774-19-000719,69167,3418,3.672,5.219,1.128,3.137,2.906,7.518,0.535,1.388,26.848,0.549,7.923,0.13,0.058,leadership_governance,customer_client_focus,8.689,2.284,8.573,0.584,20.24,30.2,0.9966,leadership_governance|integrity_responsibility|diversity_inclusion|community_social_good|operational_excellence|profitable_growth,leadership_governance,balanced,"Citi emphasizes strong board governance, ethics, diversity, and responsible client relationships while maintaining focus on profitability and shareholder returns."
C,Citigroup,Financials,2020,DEF 14A,2020-03-11,0001206774-20-000777,74470,3782,3.773,5.25,0.94,3.518,2.78,6.768,0.698,1.638,26.306,0.389,6.338,0.161,0.094,leadership_governance,customer_client_focus,8.446,2.189,8.487,0.588,19.69,30.5,0.9966,integrity_responsibility|leadership_governance|diversity_inclusion|community_social_good|operational_excellence|people_talent|environmental_stewardship|profitable_growth,leadership_governance,balanced,"Citi emphasizes strong corporate governance, ethical culture, board independence and diversity, stakeholder engagement on ESG matters, and sustainable business practices alongside operational performance and shareholder value."
C,Citigroup,Financials,2021,DEF 14A,2021-03-17,0001206774-21-000735,79906,3980,4.092,4.731,1.026,4.518,2.866,6.908,0.801,2.328,28.146,0.626,6.157,0.15,0.288,leadership_governance,customer_client_focus,9.298,2.353,8.935,0.596,20.08,30.2,0.9941,diversity_inclusion|leadership_governance|integrity_responsibility|people_talent|operational_excellence|community_social_good,leadership_governance,balanced,"Citi emphasizes strong independent governance, board diversity, ethical culture, employee development, and responsible financial services that balance shareholder interests with broader stakeholder accountability including communities and employees."
